Study ID	Citation	Year published	Year conducted (final year)	Scope	Location name	Country	"LatDD,LonDD"	Woodfuel assessed	Comparator	Comparator (specify)	Forest type  	Specific ecosystem type (author defined)	Natural/planted	"If natural forest, existing forest condition"	Forest size (include units)	Primary source of woodfuel used for domestic consumption	Primary source of woodfuel used for commercial purposes	Activity assessed	List if multiple  activities	Presence of woodfuel policy change	"Presence of alternative technologies i.e.  kilns and
cookstoves"	Short description of policy change and/or alt. technologies OR relevant policy changes known to you that are not mentioned in the paper (please add ** if it is your info and not from the paper)	Target of policy and/or alternative technologies 	"If multiple targets, specify using the same terminology under column W"	"Time elapsed since policy change, introduction of alternative technologies, or initiation of wood energy activity (years)"	Enforcement of rules governing woodfuel activities 	"Presence of other regulations on trade, energy, or environment"	Short description of other regulations on trade/ energy/ environment	"Tenure Regime type"	Tenure - Mixed (specify)	"Tenure - Formal protected area? (i.e. national park, biosphere reserve, etc.)"	Population density (pp/km2 or pp/ha)	"Recent population change in study area, including migration"	Poverty /food insecurity of majority (>50%)	Main source of income for majority (>50%) of population	"Distance to nearest market /urban center (if within urban area, select <10km)"	"Demand for woodfuel 
(local and external)"	Purpose of woodfuel use	"Other contributing factors affecting reported outcomes (i.e. agricultural expansion, livestock grazing, gender-based differences etc.)"	Study outcomes	Source of socioeconomic data	Source of socioeconomic data (specify methods)	Income	Employment	Assets	Equity	Costs	Profit	Other indicators used	Source of health data	Source of health data (specify methods)	Indoor pollution	Ilness	Other  health indicators used	Source of environmental data	Source of environmental data (specify methods)	"Forest cover (natural or planted), including above-ground biomass"	"Forest condition, including forest structure"	Biodiversity	C stocks	GHG emissions	Soil quality	Water quality
Sekhwela	"Sekhwela MBM. Sekhwela, M. B. M., 1997: Environmental impact of woody biomass use in Botswana - the case of fuelwood In Kgathi, D.L.; Hall, D.O.; Hategeka, A.; Sekhwela, M.B.M. (eds.); Biomass energy policy in Africa: selected case studies: Zed Books Ltd; London 1997 pp 64-14"	1997	NR	Village/city	Molepolole and Khakhea villages	Botswana	"-24.7028398,23.5000991"	firewood	BACI (before-after & control-impact)	vegetation at study sites at various times in the past as well as at a distance of up to 10km away from the village 	Woodlands	Woodland dominated by Colophospermum mopane	Natural	NR	NR	Deadwood 	Living trees 	harvesting	NR	absent	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	agriculture / livestock	NR	high local	mostly domestic use	land clearing for agriculture is leading contributor to deforestation; timber harvesting for construction is another key contributor; wet vs dry season vegetation differences; women and children collecting wood are unlikely to fell living trees but traders do and have also used fire - thus they are a greater threat to deforestation should trade expand	environmental	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	multiple (specify)	"direct/proxy measurements using aerial photographs, satellite images, field survey/transects recording species names, physical dimensions, and stumps and their diameter sizes; models using estimated biomass/ha to calculate contribution of woodharvesting to deforestation"	Decrease/Less than comparator	Neutral/No change	NR	NR	NR	NR	NR
van der Plas	"van der Plas RJ, Abdel-Hamid MA. Can the woodfuel supply in sub-Saharan Africa be sustainable? The case of N'Djamena, Chad. Energy Policy 2005; 33: 297-306"	2005	NR	National	N'Djamena	Chad	"12.1203,15.0224395"	both	Time series	Tax returns over time	NR	NR	Natural	slightly degraded	NR	Deadwood 	Mix of deadwood and living trees	multiple or other (specify)	"management, productio and trade"	present	present	Decentralised management of production and trade	multiple or other (specify)	"management, processing and trade"	10-15 years	present	trade	Taxation 	Mixed (specify)	State and community	Yes	NR	NR	NR	agriculture / livestock	> 60 km	low local - high external	domestic and commercial use	Poor policy and weak institutions	socioeconomic	models/projections 		Increase/More than comparator	Increase/More than comparator	NR	Increase/More than comparator	Increase/More than comparator	Increase/More than comparator	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR
Wurster	"Wurster K. Management matter? Effects of charcoal production management on woodland regeneration in Senegal, PhD dissertation, University of Maryland, College Park,2010 pp206"	2010	2008	Province/region	Tambacounda region (government forests)	Senegal	"13.8647579,-13.9111984"	charcoal	Control-Impact	undisturbed forest plots (without charcoal production)	Savanna	West Sudanian Savanna ecoregion	Natural	mostly degraded	NR	Living trees 	Living trees 	multiple or other (specify)	"harvesting, management of natural trees"	present	present	policy: Forest code of 1998 requrired permission of rural council before commercial production of charcoal began; illegal to cut live trees for woodfuel; this region is one of two regions in Senegal where charcoal production is legal and so is an important supplier for urban areas; selective harvesting practices required in land mged by govt and dvpt projects // alternative kiln: Casamance kiln used in land managed by government and development projects	multiple or other (specify)	"management of natural trees, harvesting, processing"	> 15 years	absent	environmental	the forest code of 1998 allocated power to the rural councils over the management of a forest pending an approved forest management plan	State	State-managed forests	NR	NR	NR	below poverty line / food insecure	agriculture / livestock	NR	high local - high external	domestic and commercial use	"forest management regime type has correlations with different species diversity levels, but not other measures of ecosystem health; over 50 years of charcoal production activities in these sites. Timber harvesting for construction and furniture, expansion of agricultural area, livestock grazing, annual fires set to clear forest for these two purposes all contribute to deforestation"	multiple	respondent perceptions/recall	semi-structured interviews	Increase/More than comparator	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	multiple (specify)	"Respondent perceptions on species composition and forest degradation; Direct/proxy measurements and models used to calculate percent tree cover, plot tree density, average diameter at breast height (dbh), average tree height; Simpson's diversity index, Remote sensing analysis of the MISR of before and after forest structure "	Decrease/Less than comparator	Decrease/Less than comparator	Decrease/Less than comparator	NR	NR	NR	NR
Wurster	"van der Plas RJ, Abdel-Hamid MA. Can the woodfuel supply in sub-Saharan Africa be sustainable? The case of N'Djamena, Chad. Energy Policy 2005; 33: 297-307"	2010	2008	Province/region	Tambacounda region (co-managed PRO and WN sites)	Senegal	"13.8647579,-13.9111984"	charcoal	Control-Impact	undisturbed forest plots (without charcoal production)	Savanna	West Sudanian Savanna ecoregion	Natural	slightly degraded	NR	Living trees 	Living trees 	multiple or other (specify)	"harvesting, management of natural trees"	present	present	policy: Forest code of 1998 requrired permission of rural council before commercial production of charcoal began; illegal to cut live trees for woodfuel; this region is one of two regions in Senegal where charcoal production is legal and so is an important supplier for urban areas; selective harvesting practices required in land mged by govt and dvpt projects // alternative kiln: Casamance kiln used in land managed by government and development projects	multiple or other (specify)	"management of natural trees, harvesting, processing"	5-10 years	absent	environmental	the forest code of 1998 allocated power to the rural councils over the management of a forest pending an approved forest management plan	Mixed (specify)	Community and state management	NR	NR	NR	below poverty line / food insecure	agriculture / livestock	NR	high local - high external	domestic and commercial use	"forest management regime type has correlations with different species diversity levels, but not other measures of ecosystem health; over 50 years of charcoal production activities in these sites. Timber harvesting for construction and furniture, expansion of agricultural area, livestock grazing, annual fires set to clear forest for these two purposes all contribute to deforestation"	multiple	respondent perceptions/recall	semi-structured interviews	Increase/More than comparator	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	multiple (specify)	"Respondent perceptions on species composition and forest degradation; Direct/proxy measurements and models used to calculate percent tree cover, plot tree density, average diameter at breast height (dbh), average tree height; Simpson's diversity index, Remote sensing analysis of the MISR of before and after forest structure "	Decrease/Less than comparator	Decrease/Less than comparator	Decrease/Less than comparator	NR	NR	NR	NR
167	"Dainou K, Vermeulen C, Doucet JL. Wood consumption In Benin's Western Humid Zone Complex: Local needs and management of woodland formations. Bois et Forets des Tropiques 2008; 298: 13-24"	2008	2002	Province/region	western humid zone complex of southern Benin	Benin	"6.2585626,1.6793198"	firewood	Multiple case studies	Mangrove vs Drylands	Mixed	mangrove swamp and woodland in dry land	Natural	mostly degraded	47 500 ha	NR	NR	multiple or other (specify)	Woodfuel building wood and timber consumption	NR	NR	NR	NR	NR	NR	present	environmental	Regulation of mangrove trees cutting by customary authorities in two villages			No	359 inhabitants/km2	NR	NR	mixed	NR	high local	mostly domestic use	Salt production	environmental	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	direct/proxy measurements	Measurement of woodfuel consumption as well as 	Decrease/Less than comparator	Decrease/Less than comparator	NR	NR	NR	NR	NR
167	"Dainou K, Vermeulen C, Doucet JL. Wood consumption In Benin's Western Humid Zone Complex: Local needs and management of woodland formations. Bois et Forets des Tropiques 2008; 298: 13-24"	2008	2002	Province/region	western humid zone complex of southern Benin	Benin	"6.4073606,1.9670248"	firewood	Multiple case studies	Mangrove vs Drylands	Mixed	mangrove swamp and woodland in dry land	Natural	mostly degraded	47 500 ha	NR	NR	multiple or other (specify)	Woodfuel building wood and timber consumption	NR	NR	NR	NR	NR	NR	present	environmental	Regulation of mangrove trees cutting by customary authorities in two villages			No	359 inhabitants/km2	NR	NR	mixed	NR	high local	mostly domestic use	Salt production	environmental	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	direct/proxy measurements	Measurement of woodfuel consumption as well as 	Decrease/Less than comparator	Decrease/Less than comparator	NR	NR	NR	NR	NR
167	"Dainou K, Vermeulen C, Doucet JL. Wood consumption In Benin's Western Humid Zone Complex: Local needs and management of woodland formations. Bois et Forets des Tropiques 2008; 298: 13-24"	2008	2002	Province/region	western humid zone complex of southern Benin	Benin	"6.6333541,1.9579122"	firewood	Multiple case studies	Mangrove vs Drylands	Mixed	mangrove swamp and woodland in dry land	Natural	mostly degraded	47 500 ha	NR	NR	multiple or other (specify)	Woodfuel building wood and timber consumption	NR	NR	NR	NR	NR	NR	present	environmental	Regulation of mangrove trees cutting by customary authorities in two villages			No	359 inhabitants/km2	NR	NR	mixed	NR	high local	mostly domestic use	Salt production	environmental	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	direct/proxy measurements	Measurement of woodfuel consumption as well as 	Decrease/Less than comparator	Decrease/Less than comparator	NR	NR	NR	NR	NR
167	"Dainou K, Vermeulen C, Doucet JL. Wood consumption In Benin's Western Humid Zone Complex: Local needs and management of woodland formations. Bois et Forets des Tropiques 2008; 298: 13-24"	2008	2002	Province/region	western humid zone complex of southern Benin	Benin	"6.4608697,1.9209659"	firewood	Multiple case studies	Mangrove vs Drylands	Mixed	mangrove swamp and woodland in dry land	Natural	mostly degraded	47 500 ha	NR	NR	multiple or other (specify)	Woodfuel building wood and timber consumption	NR	NR	NR	NR	NR	NR	present	environmental	Regulation of mangrove trees cutting by customary authorities in two villages			No	359 inhabitants/km2	NR	NR	mixed	NR	high local	mostly domestic use	Salt production	environmental	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	direct/proxy measurements	Measurement of woodfuel consumption as well as 	Decrease/Less than comparator	Decrease/Less than comparator	NR	NR	NR	NR	NR
Sekhwela	"Sekhwela MBM. Sekhwela, M. B. M., 1997: Environmental impact of woody biomass use in Botswana - the case of fuelwood In Kgathi, D.L.; Hall, D.O.; Hategeka, A.; Sekhwela, M.B.M. (eds.); Biomass energy policy in Africa: selected case studies: Zed Books Ltd; London 1997 pp 64-14"	1997	NR	Village/city	Molepolole and Khakhea villages	Botswana	"-24.389365,25.4893591"	firewood	BACI (before-after & control-impact)	vegetation at study sites at various times in the past as well as at a distance of up to 10km away from the village 	Woodlands	Woodland dominated by Colophospermum mopane	Natural	NR	NR	Deadwood 	Living trees 	harvesting	NR	absent	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	agriculture / livestock	NR	high local	mostly domestic use	land clearing for agriculture is leading contributor to deforestation; timber harvesting for construction is another key contributor; wet vs dry season vegetation differences; women and children collecting wood are unlikely to fell living trees but traders do and have also used fire - thus they are a greater threat to deforestation should trade expand	environmental	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	multiple (specify)	"direct/proxy measurements using aerial photographs, satellite images, field survey/transects recording species names, physical dimensions, and stumps and their diameter sizes; models using estimated biomass/ha to calculate contribution of woodharvesting to deforestation"	Decrease/Less than comparator	Neutral/No change	NR	NR	NR	NR	NR
Gautier and van Santen	"Gautier D, van Santen J. Women at the edge of forest management in Northern Cameroon. Forests. Trees and Livelihoods 2014; 23: 143-158"	2003	2014	Village/city	Gadas	Cameroon	"10.1833538,14.4245782"	firewood	Multiple case studies	NR	Savanna	Sahelo-sudanian savannah with thorny trees; Sahelo-sudanian savannah with Combretaceae	Natural	NR	NR	Mix of deadwood and living trees	Mix of deadwood and living trees	multiple or other (specify)	"management of natural trees, harvesting, trade/marketing"	present	NR	law forbits selling green wood without a permit	trade/marketing	NR	NR	present	environmental	forestry law of 1994 introduced possibility of participatory management and many former state responsibilities have been transferred to regions and depts (even if central government still interferes); customary law on natural resource governance is present	Mixed (specify)	Mixed state and community (3 villages appear to hold community tenure over surrounding lands; 2 villages are located in a landscape of protected areas)	Yes	NR	Increase/inward	NR	forest	10-30 km	high local	domestic and commercial use	limited rights to women for tree management; customary laws on natural resource management; distance of woodland and age of settlement influence availability of fuelwood nearby; some deadwood collected from land opened for agriculture	environmental	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	respondent perceptions/recall	survey on women's perceptions and practices	NR	Decrease/Less than comparator	NR	NR	NR	NR	NR
Gautier and van Santen	"Gautier D, van Santen J. Women at the edge of forest management in Northern Cameroon. Forests. Trees and Livelihoods 2014; 23: 143-158"	2003	2014	Village/city	Mowo	Cameroon	"4.866667,11.65"	firewood	Multiple case studies	NR	Savanna	Sahelo-sudanian savannah with thorny trees; Sahelo-sudanian savannah with Combretaceae	Natural	NR	NR	Mix of deadwood and living trees	Mix of deadwood and living trees	multiple or other (specify)	"management of natural trees, harvesting, trade/marketing"	present	NR	law forbits selling green wood without a permit	trade/marketing	NR	NR	present	environmental	forestry law of 1994 introduced possibility of participatory management and many former state responsibilities have been transferred to regions and depts (even if central government still interferes); customary law on natural resource governance is present	Mixed (specify)	Mixed state and community (3 villages appear to hold community tenure over surrounding lands; 2 villages are located in a landscape of protected areas)	Yes	NR	Increase/inward	NR	forest	10-30 km	high local	domestic and commercial use	limited rights to women for tree management; customary laws on natural resource management; distance of woodland and age of settlement influence availability of fuelwood nearby; some deadwood collected from land opened for agriculture	environmental	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	respondent perceptions/recall	survey on women's perceptions and practices	NR	Decrease/Less than comparator	NR	NR	NR	NR	NR
Gautier and van Santen	"Gautier D, van Santen J. Women at the edge of forest management in Northern Cameroon. Forests. Trees and Livelihoods 2014; 23: 143-158"	2003	2014	Village/city	Mafa Kilda	Cameroon	"9.16989,13.51181"	firewood	Multiple case studies	NR	Savanna	Sahelo-sudanian savannah with thorny trees; Sahelo-sudanian savannah with Combretaceae	Natural	NR	NR	Mix of deadwood and living trees	Mix of deadwood and living trees	multiple or other (specify)	"management of natural trees, harvesting, trade/marketing"	present	NR	law forbits selling green wood without a permit	trade/marketing	NR	NR	present	environmental	forestry law of 1994 introduced possibility of participatory management and many former state responsibilities have been transferred to regions and depts (even if central government still interferes); customary law on natural resource governance is present	Mixed (specify)	Mixed state and community (3 villages appear to hold community tenure over surrounding lands; 2 villages are located in a landscape of protected areas)	Yes	NR	Increase/inward	NR	forest	10-30 km	high local	domestic and commercial use	limited rights to women for tree management; customary laws on natural resource management; distance of woodland and age of settlement influence availability of fuelwood nearby; some deadwood collected from land opened for agriculture	environmental	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	respondent perceptions/recall	survey on women's perceptions and practices	NR	Decrease/Less than comparator	NR	NR	NR	NR	NR
